neighbourhood;room_type;price;number_of_reviews
Brooklyn;Entire home/apt;158;2
Staten Island;Private room;40;1
Manhattan;Entire home/apt;119;3
Queens;Entire home/apt;325;61
Manhattan;Entire home/apt;215;52
Brooklyn;Entire home/apt;120;0
Brooklyn;Private room;65;51
Brooklyn;Entire home/apt;90;0
Queens;Entire home/apt;230;30
Queens;Entire home/apt;188;35
Manhattan;Entire home/apt;140;17
Queens;Private room;60;138
Brooklyn;Entire home/apt;95;69
Manhattan;Private room;100;1
Manhattan;Entire home/apt;175;5
Brooklyn;Private room;45;7
Brooklyn;Private room;70;9
Manhattan;Private room;60;35
Manhattan;Private room;95;22
Brooklyn;Entire home/apt;70;2
Manhattan;Entire home/apt;119;8
Brooklyn;Private room;120;10
Manhattan;Entire home/apt;115;7
Manhattan;Entire home/apt;125;21
Brooklyn;Private room;45;30
Manhattan;Private room;89;9
Brooklyn;Private room;75;43
Manhattan;Entire home/apt;240;9
Brooklyn;Entire home/apt;199;0
Brooklyn;Private room;40;6
Queens;Entire home/apt;100;24
Brooklyn;Private room;60;16
Brooklyn;Private room;45;5
;;;
Mott Haven;50;1;
Brooklyn;Entire home/apt;175;20
Queens;Private room;60;38
Queens;Entire home/apt;99;3
Brooklyn;Private room;70;26
Manhattan;Entire home/apt;260;38
Queens;Entire home/apt;159;39
Staten Island;Entire home/apt;60;54
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;78;4
Brooklyn;Entire home/apt;180;3
Manhattan;Entire home/apt;80;1
Brooklyn;Entire home/apt;250;16
Brooklyn;Private room;50;31
Brooklyn;Entire home/apt;118;3
Queens;Shared room;42;54
Manhattan;Private room;69;7
Brooklyn;Private room;42;0
Manhattan;Private room;100;13
Manhattan;Private room;110;67
Brooklyn;Entire home/apt;155;13
Queens;Entire home/apt;150;31
Manhattan;Entire home/apt;119;12
Manhattan;Private room;89;30
Manhattan;Entire home/apt;399;20
Manhattan;Entire home/apt;275;7
Brooklyn;Entire home/apt;150;1
Manhattan;Entire home/apt;140;6
Manhattan;Entire home/apt;199;8
Manhattan;Private room;65;1
Manhattan;Private room;100;68
Queens;Entire home/apt;103;1
Manhattan;Entire home/apt;649;38
Manhattan;Private room;85;29
Bronx;Private room;79;45
Brooklyn;Entire home/apt;96;50
Brooklyn;Private room;70;41
Brooklyn;Private room;57;9
Manhattan;Private room;274;3
Manhattan;Entire home/apt;250;0
Brooklyn;Private room;90;54
Brooklyn;Entire home/apt;100;4
Manhattan;Entire home/apt;412;69
Manhattan;Entire home/apt;412;54
Manhattan;Entire home/apt;412;69
Queens;Private room;50;0
Manhattan;Entire home/apt;148;0
Brooklyn;Entire home/apt;120;6
Queens;Private room;41;1
Manhattan;Private room;70;16
Manhattan;Private room;90;1
Manhattan;Private room;99;22
Manhattan;Private room;10;2
Queens;Entire home/apt;69;0
Manhattan;Private room;54;22
Bronx;Private room;35;6
Brooklyn;Private room;39;1
Manhattan;Entire home/apt;82;0
Brooklyn;Private room;40;0
Manhattan;Entire home/apt;148;3
Queens;Private room;60;10
Brooklyn;Entire home/apt;130;2
Bronx;Entire home/apt;95;37
Manhattan;Private room;65;62
Brooklyn;Private room;20;4
Queens;Entire home/apt;190;21
Brooklyn;Private room;60;0
Brooklyn;Private room;55;25
Brooklyn;Private room;49;41
Manhattan;Private room;100;64
Brooklyn;Private room;52;11
Bronx;Private room;35;24
Queens;Private room;45;96
Brooklyn;Private room;41;18
Manhattan;Entire home/apt;275;2
Manhattan;Entire home/apt;265;4
Manhattan;Entire home/apt;250;15
Manhattan;Private room;130;3
Manhattan;Private room;55;3
Manhattan;Entire home/apt;365;1
Brooklyn;Private room;70;6
Manhattan;Shared room;30;5
Manhattan;Entire home/apt;225;28
Manhattan;Entire home/apt;650;11
Brooklyn;Private room;95;10
Manhattan;Entire home/apt;500;6
Brooklyn;Entire home/apt;244;0
Manhattan;Entire home/apt;750;19
Brooklyn;Private room;46;4
Bronx;Private room;40;0
Manhattan;Entire home/apt;140;34
Manhattan;Private room;1500;0
Manhattan;Entire home/apt;140;3
Brooklyn;Entire home/apt;199;15
Manhattan;Shared room;80;0
Queens;Private room;69;91
Manhattan;Entire home/apt;188;3
Manhattan;Entire home/apt;100;6
Brooklyn;Entire home/apt;235;5
Manhattan;Entire home/apt;165;42
Queens;Entire home/apt;55;4
Manhattan;Private room;65;1
Brooklyn;Entire home/apt;70;1
Manhattan;Private room;125;29
Brooklyn;Entire home/apt;90;18
Brooklyn;Private room;56;8
Manhattan;Entire home/apt;394;1
Brooklyn;Entire home/apt;172;4
Brooklyn;Entire home/apt;100;7
Manhattan;Entire home/apt;80;0
Manhattan;Entire home/apt;142;4
Brooklyn;Entire home/apt;220;9
Manhattan;Entire home/apt;264;17
Queens;Entire home/apt;150;0
Brooklyn;Entire home/apt;200;43
Brooklyn;Private room;45;1
Brooklyn;Private room;150;8
Manhattan;Entire home/apt;160;48
Queens;Entire home/apt;135;46
Queens;Private room;55;56
Brooklyn;Private room;50;114
Manhattan;Entire home/apt;89;0
Queens;Private room;49;6
Manhattan;Entire home/apt;185;8
Manhattan;Entire home/apt;180;31
Brooklyn;Private room;70;33
Brooklyn;Entire home/apt;450;3
Manhattan;Entire home/apt;110;7
Brooklyn;Entire home/apt;125;0
Brooklyn;Private room;72;2
Brooklyn;Private room;80;3
Brooklyn;Private room;44;30
Brooklyn;Private room;45;37
Brooklyn;Private room;71;85
Brooklyn;Private room;60;41
Brooklyn;Private room;65;29
Manhattan;Entire home/apt;300;2
Brooklyn;Private room;99;67
Brooklyn;Private room;79;75
Manhattan;Entire home/apt;339;28
Queens;Private room;58;3
Brooklyn;Private room;90;24
Manhattan;Entire home/apt;175;0
Manhattan;Entire home/apt;158;20
Manhattan;Entire home/apt;145;2
Brooklyn;Private room;60;47
Manhattan;Entire home/apt;99;54
Brooklyn;Entire home/apt;80;5
Brooklyn;Private room;85;57
Manhattan;Private room;115;37
Manhattan;Private room;52;3
Queens;Entire home/apt;280;42
Manhattan;Entire home/apt;250;12
Manhattan;Private room;55;7
Manhattan;Entire home/apt;100;6
Brooklyn;Entire home/apt;195;6
Manhattan;Private room;80;15
Manhattan;Private room;100;18
Brooklyn;Private room;55;5
Manhattan;Entire home/apt;120;1
Manhattan;Entire home/apt;300;14
Manhattan;Entire home/apt;339;30
Brooklyn;Entire home/apt;140;1
Manhattan;Private room;53;0
Queens;Shared room;21;21
Brooklyn;Entire home/apt;125;58
Brooklyn;Private room;47;64
Manhattan;Private room;180;29
Brooklyn;Private room;58;1
Brooklyn;Private room;58;0
Manhattan;Private room;150;61
Manhattan;Private room;120;75
Brooklyn;Private room;47;55
Manhattan;Entire home/apt;288;36
Brooklyn;Private room;65;40
Brooklyn;Entire home/apt;300;17
Manhattan;Private room;104;1
Brooklyn;Entire home/apt;160;20
Brooklyn;Entire home/apt;250;0
Manhattan;Entire home/apt;186;0
Brooklyn;Private room;73;25
Manhattan;Entire home/apt;195;3
Manhattan;Entire home/apt;200;1
Brooklyn;Private room;100;7
Brooklyn;Private room;300;8
Brooklyn;Entire home/apt;150;19
Manhattan;Entire home/apt;190;8
Brooklyn;Private room;75;28
Manhattan;Private room;81;6
Bronx;Private room;25;2
Manhattan;Entire home/apt;275;20
Queens;Private room;60;1
Brooklyn;Entire home/apt;180;49
Brooklyn;Private room;90;1
Manhattan;Entire home/apt;222;0
Brooklyn;Entire home/apt;95;6
Queens;Entire home/apt;70;2
Brooklyn;Entire home/apt;125;1
Brooklyn;Entire home/apt;173;51
Brooklyn;Entire home/apt;220;0
Manhattan;Entire home/apt;148;3
Manhattan;Private room;75;8
Manhattan;Entire home/apt;199;53
Manhattan;Private room;54;26
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;153;6
Brooklyn;Entire home/apt;99;1
Manhattan;Private room;65;3
Queens;Private room;50;43
Brooklyn;Private room;45;0
Manhattan;Private room;100;6
Brooklyn;Private room;62;6
Manhattan;Private room;77;1
Brooklyn;Private room;46;3
Manhattan;Private room;95;50
Manhattan;Entire home/apt;159;4
Manhattan;Entire home/apt;300;8
Brooklyn;Entire home/apt;103;42
Manhattan;Entire home/apt;200;22
Manhattan;Private room;102;2
Brooklyn;Entire home/apt;350;1
Queens;Entire home/apt;425;0
Brooklyn;Private room;45;5
Brooklyn;Entire home/apt;168;24
Brooklyn;Private room;40;39
Manhattan;Private room;55;71
Manhattan;Entire home/apt;150;10
Brooklyn;Private room;79;17
Brooklyn;Private room;65;70
Manhattan;Private room;70;8
Brooklyn;Entire home/apt;199;4
Queens;Private room;45;101
Brooklyn;Private room;70;90
Brooklyn;Private room;60;1
Manhattan;Entire home/apt;194;0
Brooklyn;Private room;59;83
Brooklyn;Private room;49;102
Queens;Private room;65;94
Manhattan;Entire home/apt;165;61
Brooklyn;Private room;80;27
Queens;Entire home/apt;175;0
Queens;Private room;95;0
Manhattan;Entire home/apt;100;73
Queens;Private room;95;2
Brooklyn;Private room;54;61
Manhattan;Entire home/apt;299;41
Brooklyn;Private room;45;6
Manhattan;Entire home/apt;250;3
Queens;Entire home/apt;120;6
Manhattan;Entire home/apt;105;1
Manhattan;Entire home/apt;299;26
Brooklyn;Entire home/apt;130;6
Queens;Entire home/apt;90;2
Brooklyn;Private room;62;2
Brooklyn;Private room;70;1
Manhattan;Entire home/apt;225;11
Manhattan;Private room;95;16
Queens;Entire home/apt;288;16
Manhattan;Entire home/apt;149;19
Brooklyn;Private room;95;3
Brooklyn;Entire home/apt;150;26
Manhattan;Entire home/apt;200;10
Queens;Entire home/apt;150;27
Manhattan;Entire home/apt;175;29
Queens;Entire home/apt;180;50
Bronx;Private room;70;3
Manhattan;Private room;100;39
Queens;Private room;79;73
Manhattan;Private room;350;60
Queens;Private room;75;59
Manhattan;Entire home/apt;235;7
Queens;Private room;39;11
Manhattan;Entire home/apt;300;2
Queens;Private room;50;21
Manhattan;Private room;130;2
Manhattan;Private room;130;3
Manhattan;Entire home/apt;250;29
Brooklyn;Entire home/apt;120;1
Queens;Entire home/apt;450;0
Brooklyn;Private room;47;0
Manhattan;Entire home/apt;115;12
Manhattan;Entire home/apt;100;24
Brooklyn;Entire home/apt;120;6
Bronx;Private room;65;54
Bronx;Private room;79;55
Manhattan;Private room;89;48
Manhattan;Entire home/apt;300;6
Manhattan;Entire home/apt;220;13
Manhattan;Entire home/apt;265;13
Queens;Entire home/apt;300;24
Brooklyn;Private room;150;1
Manhattan;Entire home/apt;150;8
Manhattan;Entire home/apt;150;49
Queens;Private room;46;9
Brooklyn;Private room;68;55
Manhattan;Private room;55;6
Manhattan;Private room;65;1
Manhattan;Private room;70;3
Manhattan;Private room;65;1
Manhattan;Entire home/apt;310;78
Bronx;Entire home/apt;88;8
Manhattan;Private room;50;43
Brooklyn;Entire home/apt;250;0
Manhattan;Private room;80;12
Manhattan;Private room;80;2
Brooklyn;Entire home/apt;130;35
Brooklyn;Entire home/apt;130;2
Queens;Entire home/apt;100;6
Manhattan;Entire home/apt;250;13
Queens;Entire home/apt;200;36
Brooklyn;Private room;54;6
Brooklyn;Private room;65;1
;;;
Hell's Kitchen;120;3;
Manhattan;Entire home/apt;95;0
Queens;Private room;50;6
Manhattan;Entire home/apt;299;29
Queens;Entire home/apt;138;28
Queens;Private room;42;43
Manhattan;Private room;175;6
Brooklyn;Private room;85;36
Queens;Private room;74;102
Brooklyn;Private room;65;11
Brooklyn;Private room;47;5
Brooklyn;Private room;85;33
Manhattan;Entire home/apt;975;8
Brooklyn;Entire home/apt;130;8
Brooklyn;Private room;70;3
Manhattan;Private room;70;0
Queens;Entire home/apt;179;34
Brooklyn;Private room;300;0
Brooklyn;Entire home/apt;150;17
Brooklyn;Entire home/apt;99;51
Manhattan;Entire home/apt;125;6
Manhattan;Entire home/apt;170;3
Manhattan;Private room;89;21
Brooklyn;Private room;50;1
Manhattan;Entire home/apt;90;0
Brooklyn;Private room;80;1
Manhattan;Entire home/apt;168;17
Brooklyn;Private room;100;0
Manhattan;Entire home/apt;118;1
Manhattan;Entire home/apt;150;29
Manhattan;Entire home/apt;120;3
Manhattan;Entire home/apt;175;4
Brooklyn;Entire home/apt;190;10
Manhattan;Entire home/apt;195;73
Brooklyn;Entire home/apt;112;65
Manhattan;Entire home/apt;450;38
Manhattan;Private room;200;0
Brooklyn;Private room;45;5
Manhattan;Entire home/apt;150;3
Brooklyn;Entire home/apt;99;71
Brooklyn;Entire home/apt;100;3
Manhattan;Private room;50;1
Manhattan;Entire home/apt;220;76
Brooklyn;Entire home/apt;123;6
Brooklyn;Entire home/apt;110;2
Manhattan;Private room;120;18
Manhattan;Entire home/apt;110;29
Manhattan;Private room;85;4
Manhattan;Entire home/apt;299;22
Brooklyn;Private room;55;26
Brooklyn;Private room;47;9
Brooklyn;Private room;55;1
Brooklyn;Private room;130;59
Brooklyn;Private room;40;4
Brooklyn;Entire home/apt;150;48
Brooklyn;Private room;70;3
Manhattan;Entire home/apt;180;16
Manhattan;Private room;90;60
Manhattan;Entire home/apt;120;1
Brooklyn;Entire home/apt;145;90
Queens;Entire home/apt;100;0
Manhattan;Entire home/apt;150;108
Manhattan;Private room;125;4
Manhattan;Private room;60;28
Brooklyn;Entire home/apt;150;3
Manhattan;Private room;190;37
Manhattan;Entire home/apt;145;1
Manhattan;Private room;50;3
Brooklyn;Private room;95;2
Brooklyn;Private room;91;68
Brooklyn;Entire home/apt;145;40
Manhattan;Private room;100;17
Brooklyn;Private room;35;4
Manhattan;Private room;120;12
Brooklyn;Entire home/apt;69;36
Queens;Private room;50;4
Manhattan;Private room;290;99
Brooklyn;Private room;50;4
Manhattan;Entire home/apt;545;1
Brooklyn;Entire home/apt;200;28
Brooklyn;Entire home/apt;180;0
Manhattan;Private room;10;42
Staten Island;Private room;47;13
Manhattan;Entire home/apt;175;54
Queens;Private room;75;67
Brooklyn;Private room;45;15
Manhattan;Entire home/apt;275;1
Bronx;Private room;23;18
Manhattan;Private room;95;11
Manhattan;Entire home/apt;199;65
Manhattan;Entire home/apt;130;2
Brooklyn;Entire home/apt;161;10
Brooklyn;Private room;65;52
Brooklyn;Private room;60;39
Manhattan;Entire home/apt;165;33
Queens;Private room;69;31
Brooklyn;Private room;100;14
Brooklyn;Private room;89;23
Manhattan;Private room;55;2
Brooklyn;Shared room;37;0
Queens;Private room;80;0
Queens;Private room;80;34
Brooklyn;Private room;37;6
Brooklyn;Private room;40;3
Queens;Private room;60;7
Queens;Entire home/apt;90;22
Manhattan;Entire home/apt;245;1
Manhattan;Entire home/apt;175;39
Brooklyn;Private room;50;27
Brooklyn;Entire home/apt;210;2
Brooklyn;Entire home/apt;350;12
Manhattan;Private room;45;1
Manhattan;Entire home/apt;300;14
Brooklyn;Entire home/apt;155;6
Brooklyn;Entire home/apt;125;3
Brooklyn;Entire home/apt;225;25
Queens;Private room;90;68
Queens;Shared room;110;3
Brooklyn;Private room;65;8
Brooklyn;Entire home/apt;125;48
Brooklyn;Private room;35;1
Manhattan;Entire home/apt;150;26
Manhattan;Entire home/apt;299;1
Brooklyn;Private room;50;0
Brooklyn;Private room;60;49
Brooklyn;Private room;59;36
Brooklyn;Entire home/apt;250;31
Manhattan;Entire home/apt;185;1
Queens;Private room;60;6
Manhattan;Private room;139;15
Manhattan;Private room;80;14
Staten Island;Private room;33;6
Manhattan;Private room;89;11
Queens;Private room;69;28
Manhattan;Private room;68;31
Manhattan;Entire home/apt;185;26
Brooklyn;Entire home/apt;100;12
;;;
Hell's Kitchen;116;1;
Brooklyn;Entire home/apt;140;54
Manhattan;Entire home/apt;225;1
Brooklyn;Entire home/apt;99;5
Manhattan;Entire home/apt;135;0
Manhattan;Private room;90;9
Brooklyn;Entire home/apt;160;3
Manhattan;Entire home/apt;148;5
Brooklyn;Private room;60;27
Brooklyn;Entire home/apt;200;7
Manhattan;Entire home/apt;125;5
Manhattan;Entire home/apt;150;1
Manhattan;Entire home/apt;125;4
Manhattan;Entire home/apt;125;3
Manhattan;Entire home/apt;185;0
Brooklyn;Private room;65;38
Manhattan;Entire home/apt;85;6
Queens;Private room;89;29
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;300;2
Bronx;Private room;65;11
Manhattan;Entire home/apt;110;0
Brooklyn;Entire home/apt;125;15
Queens;Private room;75;79
Brooklyn;Entire home/apt;145;73
Brooklyn;Private room;65;1
Manhattan;Entire home/apt;142;1
Brooklyn;Entire home/apt;200;5
Manhattan;Entire home/apt;225;0
Manhattan;Entire home/apt;235;49
Manhattan;Entire home/apt;200;0
Manhattan;Private room;50;3
Brooklyn;Private room;36;1
Brooklyn;Entire home/apt;75;23
Manhattan;Private room;60;8
Manhattan;Entire home/apt;247;82
Brooklyn;Entire home/apt;295;52
Brooklyn;Private room;80;22
Queens;Private room;99;24
Brooklyn;Private room;36;3
Manhattan;Entire home/apt;400;0
Manhattan;Private room;73;1
Manhattan;Entire home/apt;117;7
Manhattan;Entire home/apt;323;0
Brooklyn;Entire home/apt;1000;9
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;265;0
Manhattan;Entire home/apt;145;4
Manhattan;Entire home/apt;255;0
Manhattan;Entire home/apt;209;3
Manhattan;Entire home/apt;300;3
Manhattan;Entire home/apt;101;25
Brooklyn;Private room;60;11
Manhattan;Entire home/apt;185;0
;;;
Hell's Kitchen;65;1;
Manhattan;Entire home/apt;222;0
Manhattan;Entire home/apt;250;9
Brooklyn;Private room;80;0
Manhattan;Entire home/apt;140;11
Brooklyn;Entire home/apt;110;8
Manhattan;Entire home/apt;200;7
Manhattan;Private room;100;73
Manhattan;Entire home/apt;175;1
Manhattan;Entire home/apt;255;0
Brooklyn;Private room;112;68
Brooklyn;Private room;70;45
Brooklyn;Private room;102;1
Brooklyn;Private room;50;0
Manhattan;Entire home/apt;75;8
Brooklyn;Private room;974;0
Manhattan;Shared room;33;0
Manhattan;Private room;55;2
Brooklyn;Private room;50;16
Brooklyn;Private room;62;95
Brooklyn;Entire home/apt;119;2
Brooklyn;Private room;52;41
Manhattan;Private room;45;1
Manhattan;Entire home/apt;160;5
Brooklyn;Entire home/apt;162;10
Manhattan;Entire home/apt;205;15
Brooklyn;Entire home/apt;86;4
Manhattan;Shared room;65;0
Manhattan;Entire home/apt;85;0
Brooklyn;Entire home/apt;61;2
Manhattan;Private room;75;6
Queens;Private room;79;35
Manhattan;Private room;93;0
Manhattan;Shared room;32;5
Manhattan;Entire home/apt;119;6
Brooklyn;Entire home/apt;150;6
Manhattan;Entire home/apt;129;12
Staten Island;Private room;35;11
Manhattan;Private room;51;16
Manhattan;Private room;120;25
Queens;Private room;78;4
Manhattan;Entire home/apt;100;3
Brooklyn;Entire home/apt;114;2
Brooklyn;Private room;35;10
Manhattan;Entire home/apt;150;17
;;;
Washington Heights;75;3;
Brooklyn;Entire home/apt;128;6
;;;
Washington Heights;160;3;
Brooklyn;Private room;100;0
Manhattan;Entire home/apt;199;10
Brooklyn;Private room;100;34
Manhattan;Entire home/apt;170;35
Brooklyn;Entire home/apt;99;44
Manhattan;Shared room;35;0
Manhattan;Entire home/apt;175;18
Manhattan;Entire home/apt;400;16
Bronx;Entire home/apt;125;62
Manhattan;Private room;75;122
Manhattan;Entire home/apt;271;0
Brooklyn;Private room;46;6
Manhattan;Entire home/apt;240;4
Brooklyn;Entire home/apt;240;50
Queens;Private room;50;58
Manhattan;Private room;115;2
Bronx;Private room;75;19
Manhattan;Entire home/apt;160;16
Manhattan;Private room;80;49
Manhattan;Entire home/apt;150;32
Staten Island;Private room;79;4
Brooklyn;Entire home/apt;250;2
Queens;Private room;60;12
Queens;Private room;85;10
Brooklyn;Entire home/apt;200;26
Queens;Private room;40;1
Brooklyn;Private room;89;4
Manhattan;Private room;95;6
Brooklyn;Entire home/apt;135;31
Manhattan;Entire home/apt;260;44
Manhattan;Private room;80;40
Brooklyn;Entire home/apt;130;6
Manhattan;Entire home/apt;165;0
Manhattan;Entire home/apt;400;2
Queens;Entire home/apt;200;38
Manhattan;Entire home/apt;139;21
Manhattan;Private room;59;4
Brooklyn;Private room;45;19
Staten Island;Entire home/apt;75;3
Brooklyn;Entire home/apt;159;49
Manhattan;Private room;120;2
Brooklyn;Private room;99;52
Manhattan;Private room;112;81
Manhattan;Entire home/apt;175;2
Brooklyn;Entire home/apt;85;8
Queens;Private room;55;14
Queens;Private room;80;17
Manhattan;Private room;90;3
Manhattan;Entire home/apt;180;6
Manhattan;Entire home/apt;215;0
Brooklyn;Private room;47;0
Manhattan;Entire home/apt;415;43
Queens;Entire home/apt;275;29
Brooklyn;Private room;115;45
Staten Island;Entire home/apt;199;36
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;150;0
Brooklyn;Private room;120;3
Manhattan;Private room;60;7
Brooklyn;Private room;58;12
Brooklyn;Private room;149;16
Manhattan;Entire home/apt;700;0
Queens;Private room;45;47
Brooklyn;Private room;55;1
Manhattan;Private room;110;35
Queens;Private room;70;1
Queens;Private room;60;22
Brooklyn;Entire home/apt;121;1
Brooklyn;Private room;62;23
Manhattan;Private room;75;3
Manhattan;Private room;50;2
